Filepath,Label
..\Fruits_Vegetables\train\raddish\Image_100.jpg,raddish
..\Fruits_Vegetables\train\pear\Image_78.jpg,pear
..\Fruits_Vegetables\train\beetroot\Image_58.jpg,beetroot
..\Fruits_Vegetables\train\peas\Image_9.jpg,peas
..\Fruits_Vegetables\train\pomegranate\Image_58.jpg,pomegranate
..\Fruits_Vegetables\train\lemon\Image_48.jpg,lemon
..\Fruits_Vegetables\train\cauliflower\Image_55.jpg,cauliflower
..\Fruits_Vegetables\train\bell pepper\Image_25.jpg,bell pepper
..\Fruits_Vegetables\train\sweetcorn\Image_8.jpg,sweetcorn
..\Fruits_Vegetables\train\eggplant\Image_11.jpg,eggplant
..\Fruits_Vegetables\train\eggplant\Image_25.JPG,eggplant
..\Fruits_Vegetables\train\watermelon\Image_30.jpg,watermelon
..\Fruits_Vegetables\train\chilli pepper\Image_44.JPG,chilli pepper
..\Fruits_Vegetables\train\tomato\Image_86.jpg,tomato
..\Fruits_Vegetables\train\lettuce\Image_76.jpg,lettuce
..\Fruits_Vegetables\train\grapes\Image_90.jpg,grapes
..\Fruits_Vegetables\train\sweetcorn\Image_26.jpg,sweetcorn
..\Fruits_Vegetables\train\cauliflower\Image_53.jpg,cauliflower
..\Fruits_Vegetables\train\peas\Image_99.jpg,peas
..\Fruits_Vegetables\train\turnip\Image_71.jpg,turnip
..\Fruits_Vegetables\train\apple\Image_48.jpg,apple
..\Fruits_Vegetables\train\cucumber\Image_24.jpg,cucumber
..\Fruits_Vegetables\train\banana\Image_92.jpg,banana
..\Fruits_Vegetables\train\capsicum\Image_24.jpg,capsicum
..\Fruits_Vegetables\train\cabbage\Image_89.jpg,cabbage
..\Fruits_Vegetables\train\capsicum\Image_28.jpg,capsicum
..\Fruits_Vegetables\train\spinach\Image_37.jpg,spinach
..\Fruits_Vegetables\train\soy beans\Image_46.jpg,soy beans
..\Fruits_Vegetables\train\lettuce\Image_82.jpg,lettuce
..\Fruits_Vegetables\train\grapes\Image_41.jpg,grapes
..\Fruits_Vegetables\train\sweetpotato\Image_94.jpg,sweetpotato
..\Fruits_Vegetables\train\beetroot\Image_21.JPG,beetroot
..\Fruits_Vegetables\train\sweetcorn\Image_13.jpg,sweetcorn
..\Fruits_Vegetables\train\watermelon\Image_18.jpg,watermelon
..\Fruits_Vegetables\train\orange\Image_24.jpg,orange
..\Fruits_Vegetables\train\carrot\Image_86.jpg,carrot
..\Fruits_Vegetables\train\corn\Image_84.jpg,corn
..\Fruits_Vegetables\train\corn\Image_49.jpg,corn
..\Fruits_Vegetables\train\cucumber\Image_58.jpg,cucumber
..\Fruits_Vegetables\train\tomato\Image_91.jpg,tomato
..\Fruits_Vegetables\train\peas\Image_65.jpg,peas
..\Fruits_Vegetables\train\jalepeno\Image_36.jpg,jalepeno
..\Fruits_Vegetables\train\eggplant\Image_47.jpg,eggplant
..\Fruits_Vegetables\train\raddish\Image_68.jpg,raddish
..\Fruits_Vegetables\train\grapes\Image_93.jpg,grapes
..\Fruits_Vegetables\train\spinach\Image_50.jpg,spinach
..\Fruits_Vegetables\train\pear\Image_21.jpg,pear
..\Fruits_Vegetables\train\garlic\Image_100.jpg,garlic
..\Fruits_Vegetables\train\lemon\Image_38.jpg,lemon
..\Fruits_Vegetables\train\turnip\Image_23.jpg,turnip
..\Fruits_Vegetables\train\ginger\Image_79.jpg,ginger
..\Fruits_Vegetables\train\apple\Image_42.jpg,apple
..\Fruits_Vegetables\train\beetroot\Image_31.jpg,beetroot
..\Fruits_Vegetables\train\jalepeno\Image_71.jpg,jalepeno
..\Fruits_Vegetables\train\sweetpotato\Image_90.jpg,sweetpotato
..\Fruits_Vegetables\train\soy beans\Image_39.jpg,soy beans
..\Fruits_Vegetables\train\potato\Image_13.jpg,potato
..\Fruits_Vegetables\train\watermelon\Image_61.jpg,watermelon
..\Fruits_Vegetables\train\lettuce\Image_83.jpg,lettuce
..\Fruits_Vegetables\train\capsicum\Image_23.jpg,capsicum
..\Fruits_Vegetables\train\cabbage\Image_43.jpg,cabbage
..\Fruits_Vegetables\train\banana\Image_56.jpg,banana
..\Fruits_Vegetables\train\carrot\Image_13.jpg,carrot
..\Fruits_Vegetables\train\lettuce\Image_60.jpg,lettuce
..\Fruits_Vegetables\train\garlic\Image_49.jpg,garlic
..\Fruits_Vegetables\train\chilli pepper\Image_17.jpg,chilli pepper
..\Fruits_Vegetables\train\mango\Image_41.jpg,mango
..\Fruits_Vegetables\train\garlic\Image_1.jpg,garlic
..\Fruits_Vegetables\train\lettuce\Image_71.jpg,lettuce
..\Fruits_Vegetables\train\soy beans\Image_73.jpg,soy beans
..\Fruits_Vegetables\train\capsicum\Image_34.jpg,capsicum
..\Fruits_Vegetables\train\grapes\Image_50.jpg,grapes
..\Fruits_Vegetables\train\carrot\Image_37.jpg,carrot
..\Fruits_Vegetables\train\beetroot\Image_12.jpg,beetroot
..\Fruits_Vegetables\train\carrot\Image_29.jpg,carrot
..\Fruits_Vegetables\train\ginger\Image_11.jpg,ginger
..\Fruits_Vegetables\train\eggplant\Image_4.jpg,eggplant
..\Fruits_Vegetables\train\lettuce\Image_52.jpg,lettuce
..\Fruits_Vegetables\train\lemon\Image_57.jpg,lemon
..\Fruits_Vegetables\train\beetroot\Image_25.jpg,beetroot
..\Fruits_Vegetables\train\apple\Image_69.jpg,apple
..\Fruits_Vegetables\train\banana\Image_59.jpg,banana
..\Fruits_Vegetables\train\raddish\Image_40.jpg,raddish
..\Fruits_Vegetables\train\mango\Image_49.jpg,mango
..\Fruits_Vegetables\train\corn\Image_94.jpg,corn
..\Fruits_Vegetables\train\beetroot\Image_2.jpg,beetroot
..\Fruits_Vegetables\train\peas\Image_81.jpg,peas
..\Fruits_Vegetables\train\spinach\Image_89.jpg,spinach
..\Fruits_Vegetables\train\pear\Image_29.jpg,pear
..\Fruits_Vegetables\train\mango\Image_3.jpg,mango
..\Fruits_Vegetables\train\carrot\Image_46.jpg,carrot
..\Fruits_Vegetables\train\apple\Image_55.jpg,apple
..\Fruits_Vegetables\train\pear\Image_88.jpg,pear
..\Fruits_Vegetables\train\spinach\Image_92.jpg,spinach
..\Fruits_Vegetables\train\cauliflower\Image_5.JPG,cauliflower
..\Fruits_Vegetables\train\onion\Image_50.jpg,onion
..\Fruits_Vegetables\train\onion\Image_25.jpg,onion
..\Fruits_Vegetables\train\jalepeno\Image_6.jpg,jalepeno
..\Fruits_Vegetables\train\chilli pepper\Image_52.jpg,chilli pepper
..\Fruits_Vegetables\train\garlic\Image_12.jpg,garlic
..\Fruits_Vegetables\train\turnip\Image_1.jpg,turnip
..\Fruits_Vegetables\train\paprika\Image_56.jpg,paprika
..\Fruits_Vegetables\train\cucumber\Image_87.jpg,cucumber
..\Fruits_Vegetables\train\turnip\Image_7.jpg,turnip
..\Fruits_Vegetables\train\cauliflower\Image_26.jpg,cauliflower
..\Fruits_Vegetables\train\watermelon\Image_13.jpg,watermelon
..\Fruits_Vegetables\train\tomato\Image_54.jpg,tomato
..\Fruits_Vegetables\train\beetroot\Image_66.jpg,beetroot
..\Fruits_Vegetables\train\spinach\Image_57.jpg,spinach
..\Fruits_Vegetables\train\pineapple\Image_53.jpg,pineapple
..\Fruits_Vegetables\train\capsicum\Image_25.jpg,capsicum
..\Fruits_Vegetables\train\apple\Image_32.jpg,apple
..\Fruits_Vegetables\train\pear\Image_6.jpg,pear
..\Fruits_Vegetables\train\cabbage\Image_87.jpg,cabbage
..\Fruits_Vegetables\train\beetroot\Image_81.jpg,beetroot
..\Fruits_Vegetables\train\pear\Image_15.jpg,pear
..\Fruits_Vegetables\train\cabbage\Image_38.jpg,cabbage
..\Fruits_Vegetables\train\chilli pepper\Image_23.jpg,chilli pepper
..\Fruits_Vegetables\train\cauliflower\Image_62.jpg,cauliflower
..\Fruits_Vegetables\train\pineapple\Image_30.jpg,pineapple
..\Fruits_Vegetables\train\tomato\Image_70.jpg,tomato
..\Fruits_Vegetables\train\turnip\Image_82.jpg,turnip
..\Fruits_Vegetables\train\orange\Image_43.jpg,orange
..\Fruits_Vegetables\train\cucumber\Image_47.jpg,cucumber
..\Fruits_Vegetables\train\pineapple\Image_80.jpg,pineapple
..\Fruits_Vegetables\train\capsicum\Image_73.jpg,capsicum
..\Fruits_Vegetables\train\beetroot\Image_43.jpg,beetroot
..\Fruits_Vegetables\train\sweetcorn\Image_31.jpg,sweetcorn
..\Fruits_Vegetables\train\sweetcorn\Image_47.jpg,sweetcorn
..\Fruits_Vegetables\train\cucumber\Image_11.jpg,cucumber
..\Fruits_Vegetables\train\pineapple\Image_91.jpg,pineapple
..\Fruits_Vegetables\train\raddish\Image_42.jpg,raddish
..\Fruits_Vegetables\train\turnip\Image_10.jpg,turnip
..\Fruits_Vegetables\train\pear\Image_12.jpg,pear
..\Fruits_Vegetables\train\cabbage\Image_29.jpg,cabbage
..\Fruits_Vegetables\train\mango\Image_15.jpg,mango
..\Fruits_Vegetables\train\bell pepper\Image_49.jpg,bell pepper
..\Fruits_Vegetables\train\carrot\Image_15.jpg,carrot
..\Fruits_Vegetables\train\lettuce\Image_72.jpg,lettuce
..\Fruits_Vegetables\train\peas\Image_63.JPG,peas
..\Fruits_Vegetables\train\turnip\Image_11.jpg,turnip
..\Fruits_Vegetables\train\banana\Image_68.jpg,banana
..\Fruits_Vegetables\train\kiwi\Image_26.jpg,kiwi
..\Fruits_Vegetables\train\spinach\Image_14.jpg,spinach
..\Fruits_Vegetables\train\cauliflower\Image_95.jpg,cauliflower
..\Fruits_Vegetables\train\cucumber\Image_29.jpg,cucumber
..\Fruits_Vegetables\train\kiwi\Image_95.jpg,kiwi
..\Fruits_Vegetables\train\capsicum\Image_7.jpg,capsicum
..\Fruits_Vegetables\train\eggplant\Image_41.jpg,eggplant
..\Fruits_Vegetables\train\capsicum\Image_97.jpg,capsicum
..\Fruits_Vegetables\train\cabbage\Image_48.jpg,cabbage
..\Fruits_Vegetables\train\paprika\Image_19.jpg,paprika
..\Fruits_Vegetables\train\cabbage\Image_26.JPG,cabbage
..\Fruits_Vegetables\train\orange\Image_3.jpg,orange
..\Fruits_Vegetables\train\grapes\Image_84.jpg,grapes
..\Fruits_Vegetables\train\corn\Image_9.jpg,corn
..\Fruits_Vegetables\train\cauliflower\Image_99.jpg,cauliflower
..\Fruits_Vegetables\train\lettuce\Image_48.jpg,lettuce
..\Fruits_Vegetables\train\carrot\Image_66.jpg,carrot
..\Fruits_Vegetables\train\kiwi\Image_48.jpg,kiwi
..\Fruits_Vegetables\train\orange\Image_5.jpg,orange
..\Fruits_Vegetables\train\sweetcorn\Image_27.jpg,sweetcorn
..\Fruits_Vegetables\train\raddish\Image_35.jpg,raddish
..\Fruits_Vegetables\train\sweetpotato\Image_39.jpg,sweetpotato
..\Fruits_Vegetables\train\cauliflower\Image_15.jpg,cauliflower
..\Fruits_Vegetables\train\potato\Image_71.jpg,potato
..\Fruits_Vegetables\train\orange\Image_30.jpg,orange
..\Fruits_Vegetables\train\capsicum\Image_12.jpg,capsicum
..\Fruits_Vegetables\train\tomato\Image_68.jpg,tomato
..\Fruits_Vegetables\train\sweetpotato\Image_88.jpg,sweetpotato
..\Fruits_Vegetables\train\jalepeno\Image_56.jpg,jalepeno
..\Fruits_Vegetables\train\spinach\Image_31.jpg,spinach
..\Fruits_Vegetables\train\peas\Image_77.jpg,peas
..\Fruits_Vegetables\train\capsicum\Image_100.JPG,capsicum
..\Fruits_Vegetables\train\spinach\Image_96.jpg,spinach
..\Fruits_Vegetables\train\pear\Image_25.jpg,pear
..\Fruits_Vegetables\train\cabbage\Image_6.jpg,cabbage
..\Fruits_Vegetables\train\sweetcorn\Image_20.jpg,sweetcorn
..\Fruits_Vegetables\train\chilli pepper\Image_89.jpg,chilli pepper
..\Fruits_Vegetables\train\beetroot\Image_48.jpg,beetroot
..\Fruits_Vegetables\train\apple\Image_24.jpg,apple
..\Fruits_Vegetables\train\cucumber\Image_95.jpg,cucumber
..\Fruits_Vegetables\train\capsicum\Image_13.jpg,capsicum
..\Fruits_Vegetables\train\watermelon\Image_84.jpg,watermelon
..\Fruits_Vegetables\train\apple\Image_31.jpg,apple
..\Fruits_Vegetables\train\jalepeno\Image_24.jpg,jalepeno
..\Fruits_Vegetables\train\banana\Image_15.jpg,banana
..\Fruits_Vegetables\train\onion\Image_74.jpg,onion
..\Fruits_Vegetables\train\paprika\Image_41.jpg,paprika
..\Fruits_Vegetables\train\potato\Image_54.jpg,potato
..\Fruits_Vegetables\train\ginger\Image_18.jpg,ginger
..\Fruits_Vegetables\train\sweetpotato\Image_35.jpg,sweetpotato
..\Fruits_Vegetables\train\sweetcorn\Image_67.jpg,sweetcorn
..\Fruits_Vegetables\train\pomegranate\Image_51.jpg,pomegranate
..\Fruits_Vegetables\train\onion\Image_6.jpg,onion
..\Fruits_Vegetables\train\sweetpotato\Image_15.jpg,sweetpotato
..\Fruits_Vegetables\train\cauliflower\Image_93.jpg,cauliflower
..\Fruits_Vegetables\train\lettuce\Image_9.jpg,lettuce
..\Fruits_Vegetables\train\eggplant\Image_39.jpg,eggplant
..\Fruits_Vegetables\train\sweetcorn\Image_93.jpg,sweetcorn
..\Fruits_Vegetables\train\soy beans\Image_47.jpg,soy beans
..\Fruits_Vegetables\train\eggplant\Image_29.jpg,eggplant
..\Fruits_Vegetables\train\paprika\Image_5.jpg,paprika
..\Fruits_Vegetables\train\garlic\Image_39.jpg,garlic
..\Fruits_Vegetables\train\watermelon\Image_69.jpg,watermelon
..\Fruits_Vegetables\train\kiwi\Image_90.jpg,kiwi
..\Fruits_Vegetables\train\grapes\Image_19.jpg,grapes
..\Fruits_Vegetables\train\potato\Image_20.jpg,potato
..\Fruits_Vegetables\train\cauliflower\Image_30.jpg,cauliflower
..\Fruits_Vegetables\train\lettuce\Image_54.jpg,lettuce
..\Fruits_Vegetables\train\bell pepper\Image_82.jpg,bell pepper
..\Fruits_Vegetables\train\peas\Image_82.jpg,peas
..\Fruits_Vegetables\train\raddish\Image_3.jpg,raddish
..\Fruits_Vegetables\train\raddish\Image_34.jpg,raddish
..\Fruits_Vegetables\train\pear\Image_34.jpg,pear
..\Fruits_Vegetables\train\potato\Image_76.jpg,potato
..\Fruits_Vegetables\train\garlic\Image_57.jpg,garlic
..\Fruits_Vegetables\train\spinach\Image_39.jpg,spinach
..\Fruits_Vegetables\train\cabbage\Image_9.jpg,cabbage
..\Fruits_Vegetables\train\corn\Image_58.jpg,corn
..\Fruits_Vegetables\train\onion\Image_52.jpg,onion
..\Fruits_Vegetables\train\pineapple\Image_75.jpg,pineapple
..\Fruits_Vegetables\train\capsicum\Image_98.jpg,capsicum
..\Fruits_Vegetables\train\jalepeno\Image_62.jpg,jalepeno
..\Fruits_Vegetables\train\cabbage\Image_56.jpg,cabbage
..\Fruits_Vegetables\train\spinach\Image_71.JPG,spinach
..\Fruits_Vegetables\train\turnip\Image_3.jpg,turnip
..\Fruits_Vegetables\train\orange\Image_51.jpg,orange
..\Fruits_Vegetables\train\pineapple\Image_77.jpg,pineapple
..\Fruits_Vegetables\train\jalepeno\Image_41.jpg,jalepeno
..\Fruits_Vegetables\train\carrot\Image_63.jpg,carrot
..\Fruits_Vegetables\train\potato\Image_8.jpg,potato
..\Fruits_Vegetables\train\orange\Image_55.jpg,orange
..\Fruits_Vegetables\train\watermelon\Image_21.jpg,watermelon
..\Fruits_Vegetables\train\cabbage\Image_42.jpg,cabbage
..\Fruits_Vegetables\train\lettuce\Image_61.jpg,lettuce
..\Fruits_Vegetables\train\lettuce\Image_34.jpg,lettuce
..\Fruits_Vegetables\train\bell pepper\Image_85.jpg,bell pepper
..\Fruits_Vegetables\train\lemon\Image_11.jpg,lemon
..\Fruits_Vegetables\train\carrot\Image_47.jpg,carrot
..\Fruits_Vegetables\train\corn\Image_4.jpg,corn
..\Fruits_Vegetables\train\ginger\Image_12.jpg,ginger
..\Fruits_Vegetables\train\orange\Image_46.jpg,orange
..\Fruits_Vegetables\train\jalepeno\Image_74.jpg,jalepeno
..\Fruits_Vegetables\train\pomegranate\Image_69.jpg,pomegranate
..\Fruits_Vegetables\train\chilli pepper\Image_56.jpg,chilli pepper
..\Fruits_Vegetables\train\paprika\Image_24.jpg,paprika
..\Fruits_Vegetables\train\lettuce\Image_20.jpg,lettuce
..\Fruits_Vegetables\train\cauliflower\Image_38.jpg,cauliflower
..\Fruits_Vegetables\train\kiwi\Image_19.jpg,kiwi
..\Fruits_Vegetables\train\banana\Image_42.jpg,banana
..\Fruits_Vegetables\train\cauliflower\Image_76.jpg,cauliflower
..\Fruits_Vegetables\train\spinach\Image_3.jpg,spinach
..\Fruits_Vegetables\train\corn\Image_52.jpg,corn
..\Fruits_Vegetables\train\orange\Image_33.jpg,orange
..\Fruits_Vegetables\train\spinach\Image_30.jpg,spinach
..\Fruits_Vegetables\train\beetroot\Image_5.jpg,beetroot
..\Fruits_Vegetables\train\lemon\Image_96.jpg,lemon
..\Fruits_Vegetables\train\corn\Image_30.jpg,corn
..\Fruits_Vegetables\train\chilli pepper\Image_31.jpg,chilli pepper
..\Fruits_Vegetables\train\capsicum\Image_54.jpg,capsicum
..\Fruits_Vegetables\train\grapes\Image_55.jpg,grapes
..\Fruits_Vegetables\train\watermelon\Image_37.jpg,watermelon
..\Fruits_Vegetables\train\tomato\Image_27.jpg,tomato
..\Fruits_Vegetables\train\garlic\Image_69.jpg,garlic
..\Fruits_Vegetables\train\banana\Image_55.jpg,banana
..\Fruits_Vegetables\train\mango\Image_31.jpg,mango
..\Fruits_Vegetables\train\cauliflower\Image_12.jpg,cauliflower
..\Fruits_Vegetables\train\ginger\Image_27.jpg,ginger
..\Fruits_Vegetables\train\eggplant\Image_15.jpg,eggplant
..\Fruits_Vegetables\train\carrot\Image_76.jpg,carrot
..\Fruits_Vegetables\train\banana\Image_69.jpg,banana
..\Fruits_Vegetables\train\beetroot\Image_39.jpg,beetroot
..\Fruits_Vegetables\train\sweetcorn\Image_83.jpg,sweetcorn
..\Fruits_Vegetables\train\peas\Image_57.jpg,peas
..\Fruits_Vegetables\train\peas\Image_41.jpg,peas
..\Fruits_Vegetables\train\carrot\Image_98.jpg,carrot
..\Fruits_Vegetables\train\garlic\Image_43.jpg,garlic
..\Fruits_Vegetables\train\pomegranate\Image_27.jpg,pomegranate
..\Fruits_Vegetables\train\tomato\Image_50.jpg,tomato
..\Fruits_Vegetables\train\paprika\Image_96.jpg,paprika
..\Fruits_Vegetables\train\spinach\Image_74.jpg,spinach
..\Fruits_Vegetables\train\onion\Image_75.jpg,onion
..\Fruits_Vegetables\train\cabbage\Image_15.jpg,cabbage
..\Fruits_Vegetables\train\carrot\Image_84.jpg,carrot
..\Fruits_Vegetables\train\cucumber\Image_44.jpg,cucumber
..\Fruits_Vegetables\train\pineapple\Image_17.jpg,pineapple
..\Fruits_Vegetables\train\jalepeno\Image_32.JPG,jalepeno
..\Fruits_Vegetables\train\spinach\Image_27.jpg,spinach
..\Fruits_Vegetables\train\sweetcorn\Image_35.jpg,sweetcorn
..\Fruits_Vegetables\train\potato\Image_38.jpg,potato
..\Fruits_Vegetables\train\cabbage\Image_68.jpg,cabbage
..\Fruits_Vegetables\train\jalepeno\Image_14.jpg,jalepeno
..\Fruits_Vegetables\train\pear\Image_30.jpg,pear
..\Fruits_Vegetables\train\pineapple\Image_85.jpg,pineapple
..\Fruits_Vegetables\train\sweetcorn\Image_14.jpg,sweetcorn
..\Fruits_Vegetables\train\pomegranate\Image_54.jpg,pomegranate
..\Fruits_Vegetables\train\corn\Image_91.jpg,corn
..\Fruits_Vegetables\train\lemon\Image_28.jpg,lemon
..\Fruits_Vegetables\train\pineapple\Image_13.jpg,pineapple
..\Fruits_Vegetables\train\watermelon\Image_22.jpg,watermelon
..\Fruits_Vegetables\train\spinach\Image_11.jpg,spinach
..\Fruits_Vegetables\train\peas\Image_32.jpg,peas
..\Fruits_Vegetables\train\sweetpotato\Image_87.jpg,sweetpotato
..\Fruits_Vegetables\train\kiwi\Image_5.jpg,kiwi
..\Fruits_Vegetables\train\pomegranate\Image_29.jpg,pomegranate
..\Fruits_Vegetables\train\eggplant\Image_31.jpg,eggplant
..\Fruits_Vegetables\train\eggplant\Image_62.jpg,eggplant
..\Fruits_Vegetables\train\garlic\Image_4.jpg,garlic
..\Fruits_Vegetables\train\jalepeno\Image_12.jpg,jalepeno
..\Fruits_Vegetables\train\pineapple\Image_47.jpg,pineapple
..\Fruits_Vegetables\train\soy beans\Image_8.jpg,soy beans
..\Fruits_Vegetables\train\mango\Image_44.jpg,mango
..\Fruits_Vegetables\train\ginger\Image_33.jpg,ginger
..\Fruits_Vegetables\train\mango\Image_30.jpg,mango
..\Fruits_Vegetables\train\chilli pepper\Image_74.jpg,chilli pepper
..\Fruits_Vegetables\train\corn\Image_90.jpg,corn
